Game ID,Round,Winner,Loser,Crash,Timeout,Map,Final Frame,Game End Type,W Score,L Score,W-l/Max,W 55,W 1000,W 10000,L 55,L 1000,L 10000,W Address,L Address,Start,Finish
335,4,Iron,BananaBrain,-,-,(3)TauCross.scx,11441,NORMAL,19011,11523,0.39388,0,0,0,0,0,0,192.168.1.115,192.168.1.109,2019-10-11T23:37:44Z,2019-10-11T23:39:56Z
336,4,XiaoYi,Iron,-,-,(3)TauCross.scx,31250,NORMAL,107132,69087,0.35512,0,0,0,0,0,0,192.168.1.105,192.168.1.110,2019-10-11T23:38:27Z,2019-10-11T23:42:48Z
337,4,Iron,UAlbertaBot,-,-,(3)TauCross.scx,22229,NORMAL,63705,21760,0.65843,1,0,0,0,0,0,192.168.1.113,192.168.1.106,2019-10-11T23:39:09Z,2019-10-11T23:43:32Z
338,4,Iron,AITP,-,-,(3)TauCross.scx,12774,NORMAL,17954,6218,0.65367,0,0,0,0,0,0,192.168.1.116,192.168.1.111,2019-10-11T23:39:49Z,2019-10-11T23:40:54Z
339,4,DaQin,Iron,-,-,(3)TauCross.scx,18075,NORMAL,51868,18572,0.64194,0,0,0,1,0,0,192.168.1.115,192.168.1.109,2019-10-11T23:40:29Z,2019-10-11T23:42:18Z
340,4,Iron,Microwave,-,-,(3)TauCross.scx,19036,NORMAL,43308,13403,0.69052,0,0,0,0,0,0,192.168.1.108,192.168.1.112,2019-10-11T23:41:09Z,2019-10-11T23:43:07Z
341,4,Steamhammer,Iron,-,-,(3)TauCross.scx,27778,NORMAL,93279,55421,0.40586,0,0,0,0,0,0,192.168.1.116,192.168.1.111,2019-10-11T23:41:49Z,2019-10-11T23:45:46Z
342,4,Iron,BunkerBoxeR,-,-,(3)TauCross.scx,16866,NORMAL,23884,7661,0.67924,0,0,0,0,0,0,192.168.1.109,192.168.1.115,2019-10-11T23:42:35Z,2019-10-11T23:44:04Z
343,4,Locutus,Iron,-,-,(3)TauCross.scx,16029,NORMAL,41068,15840,0.61430,0,0,0,0,0,0,192.168.1.105,192.168.1.110,2019-10-11T23:43:15Z,2019-10-11T23:44:41Z
344,4,Iron,ZZZKBot,-,-,(3)TauCross.scx,15068,NORMAL,27888,8640,0.69019,0,0,0,0,0,0,192.168.1.112,192.168.1.108,2019-10-11T23:43:56Z,2019-10-11T23:45:17Z
345,4,XiaoYi,BananaBrain,-,BananaBrain,(3)TauCross.scx,19532,NORMAL,35870,31979,0.10848,321,0,0,0,0,0,192.168.1.113,192.168.1.106,2019-10-11T23:44:38Z,2019-10-11T23:49:58Z
346,4,UAlbertaBot,BananaBrain,-,-,(3)TauCross.scx,5768,NORMAL,3725,2574,0.30899,0,0,0,0,0,0,192.168.1.115,192.168.1.109,2019-10-11T23:45:16Z,2019-10-11T23:46:32Z
347,4,BananaBrain,AITP,-,-,(3)TauCross.scx,18261,NORMAL,56411,21743,0.61456,2,0,0,0,0,0,192.168.1.105,192.168.1.110,2019-10-11T23:45:54Z,2019-10-11T23:50:05Z
348,4,BananaBrain,DaQin,-,-,(3)TauCross.scx,17703,NORMAL,52148,19286,0.63017,0,0,0,0,0,0,192.168.1.112,192.168.1.108,2019-10-11T23:46:36Z,2019-10-11T23:49:49Z
349,4,Microwave,BananaBrain,-,-,(3)TauCross.scx,9922,NORMAL,14742,6230,0.57740,0,0,0,0,0,0,192.168.1.111,192.168.1.116,2019-10-11T23:47:17Z,2019-10-11T23:49:12Z
350,4,BananaBrain,Steamhammer,-,-,(3)TauCross.scx,29700,NORMAL,76476,60861,0.20418,27,0,0,0,0,0,192.168.1.109,192.168.1.115,2019-10-11T23:47:57Z,2019-10-11T23:54:45Z
351,4,BananaBrain,BunkerBoxeR,-,-,(3)TauCross.scx,11007,NORMAL,15273,5560,0.63596,0,0,0,0,0,0,192.168.1.111,192.168.1.116,2019-10-11T23:49:24Z,2019-10-11T23:51:24Z
352,4,Locutus,BananaBrain,-,-,(3)TauCross.scx,14076,NORMAL,31286,11227,0.64115,0,0,0,0,0,0,192.168.1.107,192.168.1.114,2019-10-11T23:50:05Z,2019-10-11T23:52:44Z
353,4,BananaBrain,ZZZKBot,-,-,(3)TauCross.scx,12526,NORMAL,15718,4329,0.72458,0,0,0,0,0,0,192.168.1.108,192.168.1.106,2019-10-11T23:50:43Z,2019-10-11T23:52:52Z
354,4,XiaoYi,UAlbertaBot,-,-,(3)TauCross.scx,21175,NORMAL,47435,14261,0.69936,0,0,0,0,0,0,192.168.1.112,192.168.1.113,2019-10-11T23:51:30Z,2019-10-11T23:54:53Z
355,4,XiaoYi,AITP,-,-,(3)TauCross.scx,19222,NORMAL,47190,26765,0.43282,0,0,0,0,0,0,192.168.1.105,192.168.1.110,2019-10-11T23:52:10Z,2019-10-11T23:54:11Z
356,4,DaQin,XiaoYi,-,-,(3)TauCross.scx,32242,NORMAL,128413,124939,0.02705,0,0,0,2,0,0,192.168.1.111,192.168.1.116,2019-10-11T23:52:51Z,2019-10-11T23:57:29Z
357,4,Microwave,XiaoYi,-,-,(3)TauCross.scx,9581,NORMAL,6088,2645,0.56554,0,0,0,0,0,0,192.168.1.107,192.168.1.114,2019-10-11T23:53:30Z,2019-10-11T23:54:44Z
358,4,XiaoYi,Steamhammer,-,-,(3)TauCross.scx,19625,NORMAL,57085,23414,0.58984,0,0,0,0,0,0,192.168.1.106,192.168.1.108,2019-10-11T23:54:13Z,2019-10-11T23:56:28Z
359,4,XiaoYi,BunkerBoxeR,-,-,(3)TauCross.scx,10976,NORMAL,14527,3663,0.74785,0,0,0,0,0,0,192.168.1.110,192.168.1.105,2019-10-11T23:54:57Z,2019-10-11T23:56:02Z
360,4,Locutus,XiaoYi,-,-,(3)TauCross.scx,12991,NORMAL,21960,8248,0.62441,0,0,0,5,0,0,192.168.1.109,192.168.1.115,2019-10-11T23:55:34Z,2019-10-11T23:56:59Z
361,4,XiaoYi,ZZZKBot,-,-,(3)TauCross.scx,19811,NORMAL,29755,7378,0.75204,0,0,0,0,0,0,192.168.1.107,192.168.1.114,2019-10-11T23:56:16Z,2019-10-11T23:58:06Z
362,4,UAlbertaBot,AITP,AITP,-,(3)TauCross.scx,16560,STARCRAFT_CRASH,12213,25753,-0.52576,0,0,0,0,0,0,192.168.1.112,192.168.1.113,2019-10-11T23:56:54Z,2019-10-12T00:01:14Z
363,4,DaQin,UAlbertaBot,-,-,(3)TauCross.scx,15130,NORMAL,32961,10332,0.68654,0,0,0,0,0,0,192.168.1.110,192.168.1.105,2019-10-11T23:57:39Z,2019-10-11T23:59:45Z
364,4,Microwave,UAlbertaBot,-,-,(3)TauCross.scx,23562,NORMAL,21052,12254,0.41792,0,0,0,7,0,0,192.168.1.106,192.168.1.108,2019-10-11T23:58:21Z,2019-10-12T00:04:47Z
365,4,Steamhammer,UAlbertaBot,-,-,(3)TauCross.scx,30165,NORMAL,71191,36734,0.48401,0,0,0,0,0,0,192.168.1.109,192.168.1.115,2019-10-11T23:58:53Z,2019-10-12T00:05:37Z
366,4,UAlbertaBot,BunkerBoxeR,-,-,(3)TauCross.scx,8465,NORMAL,9590,3309,0.65495,0,0,0,0,0,0,192.168.1.111,192.168.1.116,2019-10-11T23:59:40Z,2019-10-12T00:00:48Z
367,4,Locutus,UAlbertaBot,-,-,(3)TauCross.scx,14541,NORMAL,27154,10978,0.59571,0,0,0,0,0,0,192.168.1.114,192.168.1.107,2019-10-12T00:00:22Z,2019-10-12T00:02:26Z
368,4,ZZZKBot,UAlbertaBot,-,-,(3)TauCross.scx,14014,NORMAL,11854,7638,0.35566,0,0,0,0,0,0,192.168.1.105,192.168.1.110,2019-10-12T00:00:56Z,2019-10-12T00:02:59Z
369,4,DaQin,AITP,AITP,-,(3)TauCross.scx,16277,STARCRAFT_CRASH,28776,24401,0.15204,0,0,0,0,0,0,192.168.1.116,192.168.1.113,2019-10-12T00:01:46Z,2019-10-12T00:03:58Z
370,4,Microwave,AITP,AITP,-,(3)TauCross.scx,18850,STARCRAFT_CRASH,17484,35403,-0.50614,0,0,0,0,0,0,192.168.1.112,192.168.1.111,2019-10-12T00:02:30Z,2019-10-12T00:05:27Z
371,4,Steamhammer,AITP,AITP,-,(3)TauCross.scx,16525,STARCRAFT_CRASH,24342,23896,0.01832,0,0,0,0,0,0,192.168.1.114,192.168.1.107,2019-10-12T00:03:06Z,2019-10-12T00:05:18Z
372,4,AITP,BunkerBoxeR,-,-,(3)TauCross.scx,14634,NORMAL,17767,7682,0.56763,0,0,0,0,0,0,192.168.1.105,192.168.1.110,2019-10-12T00:03:35Z,2019-10-12T00:04:55Z
373,4,Locutus,AITP,-,-,(3)TauCross.scx,14138,NORMAL,32875,15437,0.53043,0,0,0,1,0,0,192.168.1.116,192.168.1.113,2019-10-12T00:04:27Z,2019-10-12T00:05:43Z
374,4,AITP,ZZZKBot,-,-,(3)TauCross.scx,19067,NORMAL,28435,6454,0.77303,1,0,0,0,0,0,192.168.1.111,192.168.1.107,2019-10-12T00:05:12Z,2019-10-12T00:06:38Z
375,4,DaQin,Microwave,-,-,(3)TauCross.scx,18416,NORMAL,60039,32125,0.46493,0,0,0,1,0,0,192.168.1.106,192.168.1.108,2019-10-12T00:05:52Z,2019-10-12T00:07:51Z
376,4,DaQin,Steamhammer,-,-,(3)TauCross.scx,17579,NORMAL,51829,29169,0.43721,0,0,0,0,0,0,192.168.1.110,192.168.1.105,2019-10-12T00:06:32Z,2019-10-12T00:08:06Z
377,4,DaQin,BunkerBoxeR,BunkerBoxeR,-,(3)TauCross.scx,3815,STARCRAFT_CRASH,2131,1535,0.27968,0,0,0,0,0,0,192.168.1.112,192.168.1.114,2019-10-12T00:07:14Z,2019-10-12T00:08:42Z
378,4,DaQin,Locutus,-,-,(3)TauCross.scx,23965,NORMAL,83195,45927,0.44796,3,0,0,0,0,0,192.168.1.109,192.168.1.115,2019-10-12T00:07:43Z,2019-10-12T00:10:07Z
379,4,DaQin,ZZZKBot,-,-,(3)TauCross.scx,12309,NORMAL,16718,3405,0.79633,0,0,0,0,0,0,192.168.1.113,192.168.1.116,2019-10-12T00:08:35Z,2019-10-12T00:09:41Z
380,4,Steamhammer,Microwave,-,-,(3)TauCross.scx,23097,NORMAL,35780,15583,0.56448,2,0,0,0,0,0,192.168.1.107,192.168.1.111,2019-10-12T00:09:20Z,2019-10-12T00:11:32Z
381,4,Microwave,BunkerBoxeR,-,-,(3)TauCross.scx,6512,NORMAL,6418,2321,0.63836,0,0,0,0,0,0,192.168.1.108,192.168.1.106,2019-10-12T00:10:00Z,2019-10-12T00:10:57Z
382,4,Locutus,Microwave,-,-,(3)TauCross.scx,20028,NORMAL,79309,33946,0.57198,0,0,0,0,0,0,192.168.1.105,192.168.1.114,2019-10-12T00:10:40Z,2019-10-12T00:12:54Z
383,4,Microwave,ZZZKBot,-,-,(3)TauCross.scx,24988,NORMAL,45175,27193,0.39805,4,0,0,0,0,0,192.168.1.110,192.168.1.112,2019-10-12T00:11:24Z,2019-10-12T00:13:49Z
384,4,Steamhammer,BunkerBoxeR,-,-,(3)TauCross.scx,7225,NORMAL,7522,2532,0.66339,0,0,0,0,0,0,192.168.1.113,192.168.1.116,2019-10-12T00:12:03Z,2019-10-12T00:12:51Z
385,4,Locutus,Steamhammer,-,-,(3)TauCross.scx,13146,NORMAL,28637,9324,0.67441,0,0,0,0,0,0,192.168.1.109,192.168.1.115,2019-10-12T00:12:53Z,2019-10-12T00:13:53Z
386,4,Steamhammer,ZZZKBot,-,-,(3)TauCross.scx,18168,NORMAL,32667,13776,0.57829,0,0,0,0,0,0,192.168.1.108,192.168.1.106,2019-10-12T00:13:25Z,2019-10-12T00:14:58Z
387,4,Locutus,BunkerBoxeR,-,-,(3)TauCross.scx,9798,NORMAL,14074,4502,0.68012,0,0,0,0,0,0,192.168.1.107,192.168.1.111,2019-10-12T00:14:06Z,2019-10-12T00:15:04Z
388,4,ZZZKBot,BunkerBoxeR,-,-,(3)TauCross.scx,5396,NORMAL,4393,1956,0.55475,0,0,0,0,0,0,192.168.1.116,192.168.1.105,2019-10-12T00:14:47Z,2019-10-12T00:15:33Z
389,4,Locutus,ZZZKBot,-,-,(3)TauCross.scx,11131,NORMAL,13673,2305,0.83142,0,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-12T00:15:28Z,2019-10-12T00:16:27Z
390,5,PurpleWave,McRave,-,-,(4)Andromeda.scx,23066,NORMAL,80655,33989,0.57859,15,0,0,0,0,0,192.168.1.109,192.168.1.115,2019-10-12T00:16:46Z,2019-10-12T00:24:57Z
391,5,PurpleWave,Iron,-,-,(4)Andromeda.scx,26383,NORMAL,96571,61924,0.35877,2,0,0,0,0,0,192.168.1.112,192.168.1.110,2019-10-12T00:17:29Z,2019-10-12T00:27:07Z
392,5,BananaBrain,PurpleWave,-,-,(4)Andromeda.scx,10728,NORMAL,21736,6783,0.68794,0,0,0,0,0,0,192.168.1.108,192.168.1.106,2019-10-12T00:18:11Z,2019-10-12T00:21:42Z
393,5,XiaoYi,PurpleWave,-,-,(4)Andromeda.scx,25918,NORMAL,90634,40179,0.55669,0,0,0,0,0,0,192.168.1.107,192.168.1.111,2019-10-12T00:18:53Z,2019-10-12T00:27:23Z
394,5,PurpleWave,UAlbertaBot,-,-,(4)Andromeda.scx,19191,NORMAL,43144,17564,0.59290,0,0,0,0,0,0,192.168.1.116,192.168.1.105,2019-10-12T00:19:33Z,2019-10-12T00:29:58Z
395,5,PurpleWave,AITP,-,-,(4)Andromeda.scx,23004,NORMAL,65381,30402,0.53500,0,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-12T00:20:14Z,2019-10-12T00:28:20Z
396,5,PurpleWave,DaQin,-,-,(4)Andromeda.scx,22384,NORMAL,72063,47365,0.34273,0,0,0,0,0,0,192.168.1.106,192.168.1.108,2019-10-12T00:21:59Z,2019-10-12T00:29:18Z
397,5,PurpleWave,Microwave,-,-,(4)Andromeda.scx,18540,NORMAL,43925,28053,0.36134,1,0,0,0,0,0,192.168.1.109,192.168.1.115,2019-10-12T00:25:14Z,2019-10-12T00:31:29Z
398,5,PurpleWave,Steamhammer,-,-,(4)Andromeda.scx,12092,NORMAL,20306,7454,0.63292,0,0,0,0,0,0,192.168.1.112,192.168.1.110,2019-10-12T00:27:20Z,2019-10-12T00:31:22Z
399,5,PurpleWave,BunkerBoxeR,-,-,(4)Andromeda.scx,13952,NORMAL,23876,8065,0.66221,0,0,0,0,0,0,192.168.1.107,192.168.1.111,2019-10-12T00:27:56Z,2019-10-12T00:32:35Z
400,5,Locutus,PurpleWave,-,-,(4)Andromeda.scx,12588,NORMAL,26750,10757,0.59787,0,0,0,0,0,0,192.168.1.114,192.168.1.113,2019-10-12T00:28:39Z,2019-10-12T00:32:42Z
401,5,PurpleWave,ZZZKBot,-,-,(4)Andromeda.scx,16897,NORMAL,27268,12966,0.52450,0,0,0,0,0,0,192.168.1.106,192.168.1.108,2019-10-12T00:29:36Z,2019-10-12T00:34:53Z
402,5,Iron,McRave,-,McRave,(4)Andromeda.scx,15998,NORMAL,23944,33438,-0.28393,0,0,0,320,0,0,192.168.1.105,192.168.1.116,2019-10-12T00:30:18Z,2019-10-12T00:35:26Z
403,5,BananaBrain,McRave,-,McRave,(4)Andromeda.scx,23934,NORMAL,43819,57737,-0.24106,0,0,0,320,0,0,192.168.1.115,192.168.1.109,2019-10-12T00:31:44Z,2019-10-12T00:39:06Z
404,5,McRave,XiaoYi,-,-,(4)Andromeda.scx,11813,NORMAL,23636,7168,0.69673,0,0,0,0,0,0,192.168.1.112,192.168.1.110,2019-10-12T00:32:24Z,2019-10-12T00:34:54Z
405,5,UAlbertaBot,McRave,-,McRave,(4)Andromeda.scx,27747,NORMAL,17240,26681,-0.35385,0,0,0,320,0,0,192.168.1.111,192.168.1.107,2019-10-12T00:33:12Z,2019-10-12T00:45:03Z
406,5,McRave,AITP,-,-,(4)Andromeda.scx,13208,NORMAL,27488,8724,0.68263,0,0,0,271,0,0,192.168.1.113,192.168.1.114,2019-10-12T00:33:57Z,2019-10-12T00:38:54Z
407,5,DaQin,McRave,-,McRave,(4)Andromeda.scx,17083,NORMAL,24304,45440,-0.46514,0,0,0,321,0,0,192.168.1.108,192.168.1.106,2019-10-12T00:35:09Z,2019-10-12T00:39:57Z
408,5,Microwave,McRave,-,McRave,(4)Andromeda.scx,15564,NORMAL,5682,22870,-0.75155,2,0,0,320,0,0,192.168.1.110,192.168.1.112,2019-10-12T00:35:54Z,2019-10-12T00:40:54Z
409,5,Steamhammer,McRave,-,-,(4)Andromeda.scx,10635,NORMAL,14125,5192,0.63242,0,0,0,5,0,0,192.168.1.116,192.168.1.105,2019-10-12T00:36:34Z,2019-10-12T00:38:12Z
410,5,McRave,BunkerBoxeR,-,-,(4)Andromeda.scx,12681,NORMAL,20027,6579,0.67149,0,0,0,0,0,0,192.168.1.116,192.168.1.105,2019-10-12T00:38:27Z,2019-10-12T00:40:50Z
411,5,Locutus,McRave,-,-,(4)Andromeda.scx,16556,NORMAL,44840,23225,0.48205,0,0,0,18,0,0,192.168.1.114,192.168.1.113,2019-10-12T00:39:12Z,2019-10-12T00:43:06Z
412,5,ZZZKBot,McRave,-,-,(4)Andromeda.scx,4900,NORMAL,4243,1572,0.62951,0,0,0,0,0,0,192.168.1.109,192.168.1.115,2019-10-12T00:39:56Z,2019-10-12T00:41:03Z
413,5,BananaBrain,Iron,-,-,(4)Andromeda.scx,28150,NORMAL,100791,70841,0.29715,248,0,0,1,0,0,192.168.1.106,192.168.1.108,2019-10-12T00:40:41Z,2019-10-12T00:50:04Z
414,5,Iron,XiaoYi,-,-,(4)Andromeda.scx,31095,NORMAL,108016,37295,0.65473,0,0,0,16,0,0,192.168.1.105,192.168.1.112,2019-10-12T00:41:12Z,2019-10-12T00:49:56Z
415,5,Iron,UAlbertaBot,-,-,(4)Andromeda.scx,13053,NORMAL,16408,3777,0.76981,0,0,0,0,0,0,192.168.1.110,192.168.1.116,2019-10-12T00:42:05Z,2019-10-12T00:43:33Z
416,5,Iron,AITP,-,-,(4)Andromeda.scx,12774,NORMAL,18095,9536,0.47300,0,0,0,0,0,0,192.168.1.109,192.168.1.115,2019-10-12T00:42:39Z,2019-10-12T00:43:57Z
417,5,DaQin,Iron,-,-,(4)Andromeda.scx,19036,NORMAL,44362,21112,0.52410,0,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-12T00:43:21Z,2019-10-12T00:45:23Z
418,5,Microwave,Iron,-,-,(4)Andromeda.scx,27933,NORMAL,73484,66108,0.10038,7,0,0,0,0,0,192.168.1.110,192.168.1.116,2019-10-12T00:44:06Z,2019-10-12T00:48:30Z
419,5,Steamhammer,Iron,-,-,(4)Andromeda.scx,24275,NORMAL,70126,39570,0.43573,0,0,0,0,0,0,192.168.1.115,192.168.1.109,2019-10-12T00:44:44Z,2019-10-12T00:47:48Z
420,5,Iron,BunkerBoxeR,-,-,(4)Andromeda.scx,11317,NORMAL,14699,4078,0.72257,0,0,0,0,0,0,192.168.1.111,192.168.1.107,2019-10-12T00:45:27Z,2019-10-12T00:46:31Z
421,5,Locutus,Iron,-,-,(4)Andromeda.scx,16618,NORMAL,40321,22654,0.43816,0,0,0,0,0,0,192.168.1.114,192.168.1.113,2019-10-12T00:46:08Z,2019-10-12T00:47:38Z
422,5,ZZZKBot,Iron,-,-,(4)Andromeda.scx,11007,NORMAL,13926,6799,0.51178,0,0,0,0,0,0,192.168.1.107,192.168.1.111,2019-10-12T00:46:53Z,2019-10-12T00:47:56Z
423,5,XiaoYi,BananaBrain,-,BananaBrain,(4)Andromeda.scx,20462,NORMAL,53892,41934,0.22189,0,0,0,320,0,0,192.168.1.114,192.168.1.113,2019-10-12T00:47:55Z,2019-10-12T00:53:45Z
424,5,BananaBrain,UAlbertaBot,-,-,(4)Andromeda.scx,14293,NORMAL,27103,10655,0.60687,0,0,0,2,0,0,192.168.1.115,192.168.1.109,2019-10-12T00:48:47Z,2019-10-12T00:52:02Z
425,5,BananaBrain,AITP,-,-,(4)Andromeda.scx,12185,NORMAL,21978,9764,0.55574,0,0,0,3,0,0,192.168.1.107,192.168.1.111,2019-10-12T00:49:24Z,2019-10-12T00:51:52Z
426,5,DaQin,BananaBrain,-,-,(4)Andromeda.scx,14479,NORMAL,26697,17596,0.34090,0,0,0,0,0,0,192.168.1.116,192.168.1.110,2019-10-12T00:50:06Z,2019-10-12T00:52:45Z
427,5,BananaBrain,Microwave,Microwave,-,(4)Andromeda.scx,4280,STARCRAFT_CRASH,2282,1710,0.25066,0,0,0,0,0,0,192.168.1.105,192.168.1.112,2019-10-12T00:50:40Z,2019-10-12T00:52:51Z
428,5,Steamhammer,BananaBrain,-,-,(4)Andromeda.scx,15378,NORMAL,29101,16364,0.43768,0,0,0,2,0,0,192.168.1.108,192.168.1.106,2019-10-12T00:51:30Z,2019-10-12T00:54:26Z
429,5,BananaBrain,BunkerBoxeR,-,-,(4)Andromeda.scx,14727,NORMAL,26515,10018,0.62218,0,0,0,8,0,0,192.168.1.107,192.168.1.111,2019-10-12T00:52:11Z,2019-10-12T00:55:17Z
430,5,Locutus,BananaBrain,-,-,(4)Andromeda.scx,19408,NORMAL,61848,34495,0.44226,0,0,0,0,0,0,192.168.1.112,192.168.1.109,2019-10-12T00:52:51Z,2019-10-12T00:57:05Z
431,5,BananaBrain,ZZZKBot,-,-,(4)Andromeda.scx,12557,NORMAL,13775,4813,0.65060,0,0,0,0,0,0,192.168.1.110,192.168.1.115,2019-10-12T00:53:36Z,2019-10-12T00:55:52Z
432,5,XiaoYi,UAlbertaBot,-,-,(4)Andromeda.scx,16463,NORMAL,37342,11500,0.69204,0,0,0,0,0,0,192.168.1.105,192.168.1.116,2019-10-12T00:54:15Z,2019-10-12T00:56:47Z
433,5,XiaoYi,AITP,-,-,(4)Andromeda.scx,25236,NORMAL,73622,36682,0.50175,0,0,0,0,0,0,192.168.1.114,192.168.1.113,2019-10-12T00:54:56Z,2019-10-12T00:57:56Z
434,5,DaQin,XiaoYi,-,-,(4)Andromeda.scx,19315,NORMAL,64836,20839,0.67859,1,0,0,0,0,0,192.168.1.106,192.168.1.108,2019-10-12T00:55:39Z,2019-10-12T00:57:59Z
435,5,Microwave,XiaoYi,-,-,(4)Andromeda.scx,9364,NORMAL,5820,2415,0.58505,1,0,0,1,0,0,192.168.1.111,192.168.1.107,2019-10-12T00:56:23Z,2019-10-12T00:57:41Z
436,5,Steamhammer,XiaoYi,-,-,(4)Andromeda.scx,41883,NORMAL,184431,269652,-0.31604,0,0,0,0,0,0,192.168.1.115,192.168.1.110,2019-10-12T00:57:03Z,2019-10-12T01:04:35Z
437,5,XiaoYi,BunkerBoxeR,-,-,(4)Andromeda.scx,10418,NORMAL,14106,4346,0.69190,0,0,0,0,0,0,192.168.1.105,192.168.1.116,2019-10-12T00:57:44Z,2019-10-12T00:58:52Z
438,5,Locutus,XiaoYi,-,-,(4)Andromeda.scx,11596,NORMAL,18088,5848,0.67669,0,0,0,0,0,0,192.168.1.109,192.168.1.112,2019-10-12T00:58:24Z,2019-10-12T00:59:46Z
439,5,XiaoYi,ZZZKBot,-,-,(4)Andromeda.scx,86402,NORMAL,113939,34861,0.69404,1,0,0,0,0,0,192.168.1.111,192.168.1.107,2019-10-12T00:59:08Z,2019-10-12T01:06:58Z
440,5,AITP,UAlbertaBot,-,-,(4)Andromeda.scx,24926,NORMAL,75203,23079,0.69311,16,0,0,0,0,0,192.168.1.114,192.168.1.113,2019-10-12T00:59:49Z,2019-10-12T01:05:58Z
441,5,UAlbertaBot,DaQin,-,-,(4)Andromeda.scx,15161,NORMAL,21904,8930,0.59231,0,0,0,0,0,0,192.168.1.106,192.168.1.108,2019-10-12T01:00:26Z,2019-10-12T01:03:12Z
442,5,UAlbertaBot,Microwave,-,-,(4)Andromeda.scx,7504,NORMAL,3254,1950,0.40074,0,0,0,0,0,0,192.168.1.105,192.168.1.116,2019-10-12T01:01:13Z,2019-10-12T01:02:27Z
443,5,Steamhammer,UAlbertaBot,-,-,(4)Andromeda.scx,23190,NORMAL,40580,18738,0.53825,0,0,0,0,0,0,192.168.1.112,192.168.1.109,2019-10-12T01:01:53Z,2019-10-12T01:06:43Z
444,5,UAlbertaBot,BunkerBoxeR,-,-,(4)Andromeda.scx,9550,NORMAL,11649,5285,0.54631,0,0,0,0,0,0,192.168.1.105,192.168.1.116,2019-10-12T01:02:43Z,2019-10-12T01:04:04Z
445,5,Locutus,UAlbertaBot,-,-,(4)Andromeda.scx,25918,NORMAL,58540,31658,0.45921,0,0,0,0,0,0,192.168.1.108,192.168.1.106,2019-10-12T01:03:24Z,2019-10-12T01:09:53Z
446,5,UAlbertaBot,ZZZKBot,-,-,(4)Andromeda.scx,12371,NORMAL,8582,5646,0.34211,0,0,0,0,0,0,192.168.1.116,192.168.1.105,2019-10-12T01:04:20Z,2019-10-12T01:06:05Z
447,5,DaQin,AITP,-,-,(4)Andromeda.scx,22570,NORMAL,86425,35264,0.59197,2,0,0,2,0,0,192.168.1.110,192.168.1.115,2019-10-12T01:04:58Z,2019-10-12T01:07:51Z
448,5,Microwave,AITP,-,-,(4)Andromeda.scx,18292,NORMAL,25518,16284,0.36186,2,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-12T01:06:17Z,2019-10-12T01:08:57Z
449,5,Steamhammer,AITP,-,-,(4)Andromeda.scx,19718,NORMAL,52385,25797,0.50755,0,0,0,50,0,0,192.168.1.105,192.168.1.116,2019-10-12T01:06:57Z,2019-10-12T01:09:13Z
450,5,AITP,BunkerBoxeR,-,-,(4)Andromeda.scx,18013,NORMAL,22444,8914,0.60283,0,0,0,0,0,0,192.168.1.112,192.168.1.109,2019-10-12T01:07:39Z,2019-10-12T01:09:02Z
451,5,Locutus,AITP,-,-,(4)Andromeda.scx,14386,NORMAL,31789,15901,0.49980,0,0,0,0,0,0,192.168.1.111,192.168.1.107,2019-10-12T01:08:22Z,2019-10-12T01:09:49Z
452,5,AITP,ZZZKBot,-,-,(4)Andromeda.scx,15843,NORMAL,17925,3704,0.79336,0,0,0,1,0,0,192.168.1.115,192.168.1.110,2019-10-12T01:09:13Z,2019-10-12T01:10:16Z
453,5,DaQin,Microwave,-,-,(4)Andromeda.scx,27437,NORMAL,119627,55538,0.53574,7,0,0,0,0,0,192.168.1.112,192.168.1.114,2019-10-12T01:09:50Z,2019-10-12T01:14:01Z
454,5,DaQin,Steamhammer,-,-,(4)Andromeda.scx,20462,NORMAL,69518,26343,0.62106,0,0,0,0,0,0,192.168.1.109,192.168.1.113,2019-10-12T01:10:34Z,2019-10-12T01:12:44Z
455,5,DaQin,BunkerBoxeR,BunkerBoxeR,-,(4)Andromeda.scx,3877,STARCRAFT_CRASH,2083,1535,0.26308,0,0,0,0,0,0,192.168.1.105,192.168.1.116,2019-10-12T01:11:19Z,2019-10-12T01:12:54Z
456,5,Locutus,DaQin,-,-,(4)Andromeda.scx,16029,NORMAL,40892,24890,0.39132,0,0,0,0,0,0,192.168.1.107,192.168.1.111,2019-10-12T01:12:03Z,2019-10-12T01:13:32Z
457,5,DaQin,ZZZKBot,-,-,(4)Andromeda.scx,14975,NORMAL,32819,11452,0.65106,0,0,0,0,0,0,192.168.1.108,192.168.1.106,2019-10-12T01:12:47Z,2019-10-12T01:14:08Z
458,5,Microwave,Steamhammer,-,-,(4)Andromeda.scx,27654,NORMAL,55359,40251,0.27291,0,0,0,1,0,0,192.168.1.110,192.168.1.115,2019-10-12T01:13:32Z,2019-10-12T01:16:49Z
459,5,Microwave,BunkerBoxeR,-,-,(4)Andromeda.scx,9612,NORMAL,9367,4161,0.55578,0,0,0,0,0,0,192.168.1.113,192.168.1.116,2019-10-12T01:14:12Z,2019-10-12T01:15:25Z
