bot,round,winningPer
UAlbertaBot,91,0.4167
UAlbertaBot,92,0.3333
UAlbertaBot,93,0.3333
UAlbertaBot,94,0.4167
UAlbertaBot,95,0.4167
UAlbertaBot,96,0.3333
UAlbertaBot,97,0.2727
UAlbertaBot,98,0.3333
UAlbertaBot,99,0.25
AITP,0,0.1667
AITP,1,0.0833
AITP,2,0.0833
AITP,3,0.1667
AITP,4,0.1667
AITP,5,0.25
AITP,6,0.1667
AITP,7,0.0833
AITP,8,0.1667
AITP,9,0.1667
AITP,10,0.0833
AITP,11,0.1667
AITP,12,0.1667
AITP,13,0
AITP,14,0.0833
AITP,15,0.1667
AITP,16,0.25
AITP,17,0
AITP,18,0
AITP,19,0.0909
AITP,20,0.1667
AITP,21,0
AITP,22,0.25
AITP,23,0.0833
AITP,24,0.0833
AITP,25,0.25
AITP,26,0.0833
AITP,27,0
AITP,28,0.0833
AITP,29,0
AITP,30,0
AITP,31,0.0833
AITP,32,0.1667
AITP,33,0.0833
AITP,34,0.0833
AITP,35,0.1667
AITP,36,0.1667
AITP,37,0.0833
AITP,38,0.0833
AITP,39,0.1667
AITP,40,0.1667
AITP,41,0.1667
AITP,42,0.0833
AITP,43,0
AITP,44,0.1667
AITP,45,0.1667
AITP,46,0.0833
AITP,47,0
AITP,48,0.0833
AITP,49,0.1667
AITP,50,0
AITP,51,0.0833
AITP,52,0.25
AITP,53,0
AITP,54,0
AITP,55,0.1667
AITP,56,0.2727
AITP,57,0
AITP,58,0
AITP,59,0
AITP,60,0.0833
AITP,61,0.25
AITP,62,0.25
AITP,63,0.0833
AITP,64,0.0833
AITP,65,0.3333
AITP,66,0.3333
AITP,67,0.0833
AITP,68,0.1667
AITP,69,0.1667
AITP,70,0
AITP,71,0.1667
AITP,72,0.0833
AITP,73,0.0833
AITP,74,0.0833
AITP,75,0.25
AITP,76,0.1667
AITP,77,0.0833
AITP,78,0.0833
AITP,79,0.0833
AITP,80,0.1818
AITP,81,0
AITP,82,0.4167
AITP,83,0
AITP,84,0.0833
AITP,85,0.0833
AITP,86,0.0833
AITP,87,0.25
AITP,88,0
AITP,89,0.0833
AITP,90,0.0833
AITP,91,0
AITP,92,0.25
AITP,93,0.0833
AITP,94,0.0833
AITP,95,0.25
AITP,96,0
AITP,97,0.0833
AITP,98,0.0833
AITP,99,0.1667
BunkerBoxeR,0,0.0833
BunkerBoxeR,1,0.1667
BunkerBoxeR,2,0.0833
BunkerBoxeR,3,0.0833
BunkerBoxeR,4,0.0833
BunkerBoxeR,5,0
BunkerBoxeR,6,0
BunkerBoxeR,7,0.0833
BunkerBoxeR,8,0.0833
BunkerBoxeR,9,0.0833
BunkerBoxeR,10,0.1667
BunkerBoxeR,11,0.0833
BunkerBoxeR,12,0
BunkerBoxeR,13,0.3333
BunkerBoxeR,14,0
BunkerBoxeR,15,0
BunkerBoxeR,16,0
BunkerBoxeR,17,0.25
BunkerBoxeR,18,0.1667
BunkerBoxeR,19,0
BunkerBoxeR,20,0.1667
BunkerBoxeR,21,0.0833
BunkerBoxeR,22,0.1667
BunkerBoxeR,23,0.1667
BunkerBoxeR,24,0.0833
BunkerBoxeR,25,0
BunkerBoxeR,26,0
BunkerBoxeR,27,0.0833
BunkerBoxeR,28,0.0833
BunkerBoxeR,29,0.0833
BunkerBoxeR,30,0.0833
BunkerBoxeR,31,0.0833
BunkerBoxeR,32,0
BunkerBoxeR,33,0
BunkerBoxeR,34,0.1667
BunkerBoxeR,35,0
BunkerBoxeR,36,0.0833
BunkerBoxeR,37,0.0833
BunkerBoxeR,38,0
BunkerBoxeR,39,0
BunkerBoxeR,40,0.0833
BunkerBoxeR,41,0
BunkerBoxeR,42,0.0833
BunkerBoxeR,43,0.1667
BunkerBoxeR,44,0.0833
BunkerBoxeR,45,0.0833
BunkerBoxeR,46,0
BunkerBoxeR,47,0.0833
BunkerBoxeR,48,0.1667
BunkerBoxeR,49,0.0833
BunkerBoxeR,50,0.0833
BunkerBoxeR,51,0.0833
BunkerBoxeR,52,0.0833
BunkerBoxeR,53,0.25
BunkerBoxeR,54,0.0833
BunkerBoxeR,55,0.0833
BunkerBoxeR,56,0
BunkerBoxeR,57,0.1667
BunkerBoxeR,58,0.0833
BunkerBoxeR,59,0.1667
BunkerBoxeR,60,0.0833
BunkerBoxeR,61,0.1667
BunkerBoxeR,62,0.1667
BunkerBoxeR,63,0.0833
BunkerBoxeR,64,0
BunkerBoxeR,65,0
BunkerBoxeR,66,0.0833
BunkerBoxeR,67,0
BunkerBoxeR,68,0
BunkerBoxeR,69,0
BunkerBoxeR,70,0.1667
BunkerBoxeR,71,0.0833
BunkerBoxeR,72,0
BunkerBoxeR,73,0.1667
BunkerBoxeR,74,0
BunkerBoxeR,75,0.0833
BunkerBoxeR,76,0.0833
BunkerBoxeR,77,0
BunkerBoxeR,78,0
BunkerBoxeR,79,0.0833
BunkerBoxeR,80,0.0833
BunkerBoxeR,81,0.0833
BunkerBoxeR,82,0.0833
BunkerBoxeR,83,0.25
BunkerBoxeR,84,0
BunkerBoxeR,85,0.0833
BunkerBoxeR,86,0.25
BunkerBoxeR,87,0
BunkerBoxeR,88,0.1667
BunkerBoxeR,89,0
BunkerBoxeR,90,0.0833
BunkerBoxeR,91,0.1667
BunkerBoxeR,92,0.1667
BunkerBoxeR,93,0
BunkerBoxeR,94,0
BunkerBoxeR,95,0.0833
BunkerBoxeR,96,0.0833
BunkerBoxeR,97,0.0833
BunkerBoxeR,98,0
BunkerBoxeR,99,0.0833
